ID,Is_Lead
MSOKLC7S,0.02283662034841934
GFMNATHU,0.044654699561616745
NG4ABA6H,0.9783523965703927
3GFHRAQY,0.2924947708738837
BCSGZZPE,0.1401956774703062
PQ9MCGZC,0.08377918588258891
K7N596CG,0.0572715012934659
8RUL6JEE,0.06058040963068856
CVOFJRMP,0.06204691124553264
B4FQX4HG,0.04115931394316132
W7HAQKDV,0.05811654341334202
8C5PKJ7G,0.05699472200563551
E4GQJZSQ,0.03520129390561109
UENREGNV,0.8421749229750164
CC4LYHEW,0.8346595581462634
GDKGLTBT,0.05789772898517932
G3ER8CGX,0.05670604486130095
ZG4KT59X,0.02322532807499438
LW93KJMZ,0.466583941776308
9AR5FBSQ,0.5053755310972551
FHLWDMRV,0.1007132466114098
EON5DCWD,0.9908473654643368
J8UXTMYV,0.2401940184970225
IXBW5HZH,0.059511006090391755
LDHQB458,0.062869239785169
GNHTIKF3,0.04103262596973615
8NO22KTE,0.022895319845487705
SGJFSSJK,0.17850259510046057
TD8D3NDD,0.058322619623777376
8RQ27JGU,0.845268983214063
A8GKBMBO,0.8089073960666134
ODVMNUDE,0.5046623977186891
EA5CRL7L,0.055238060935098775
6UI7RPCH,0.28063540179382823
7BJYM94L,0.058137888480357135
X3PZJF7F,0.48487505775169515
YCSSMPV7,0.4962391525780489
4EV9VXL8,0.5179720655368604
IPNJFQTY,0.2088626625090607
XPWNJRJC,0.04560044339829922
3WHNSBRB,0.17745111307277814
U245YKM8,0.05100650826038227
68EFFKBB,0.8567210103895299
NEUII7AB,0.9929361069303594
F7CSLYWT,0.05179549061868892
5EOMOZHG,0.144051365699529
6CYUTUFN,0.376618321126535
K7YUC8LF,0.2584811575107973
LSMCXMXA,0.054584210869350024
AALPBPBP,0.054109335960509826
ZPX6VOH2,0.0712343313143652
CDBFWQGM,0.11101973167748505
JUQ76NJV,0.8316353428902205
QHE7UULR,0.054584210869350024
JRMNMZJA,0.05298000586769676
GZ4EZZFX,0.1395665320450303
9L9JFIAR,0.6034362823288832
GTOE4RN4,0.12246604639456476
CUYE7ST4,0.29815523472408223
FFM6DHEA,0.8446258875083649
5XUK7XLZ,0.48530502892760197
4HTGJEEZ,0.05172686769689897
RWYBAMRG,0.11580953877615811
RQZGBGGN,0.8328311475713598
ITVSUTU9,0.2436408073158783
6UMDX7NQ,0.4324291675225238
4IVKAFYY,0.47957207362204174
ZKYOSQEU,0.5142040150150706
9JYXIDL4,0.9934292091252159
XNURWQBT,0.050834717810575296
HVNIJFQC,0.04585513451081708
CGGVBJKZ,0.9914974437514977
JO9DV3NY,0.8217648088199789
EYENUQR9,0.35882155977092295
FPU4ZI8H,0.0734875081355743
2MALVTY4,0.06887184866547853
QN4REV7D,0.049790237846857814
27F5ZEQA,0.07703746815733918
MKJUE4K2,0.08297956688341498
4ECWF4DN,0.061981761545613495
KWBJAQMY,0.05430503715346656
3YAW8OEY,0.11655385193266204
ZHHFH7H9,0.8649137671567431
BO2822VM,0.10213541732601736
NQZUPVUA,0.0335201805762419
MUT2PZ7T,0.34748653288618425
2MFKPCPS,0.8330852584249673
4RLVOVMJ,0.5905273279218315
JISGN7XF,0.055976900157279415
NNOFHDAC,0.05414162197130703
ODE23CPW,0.021747891463590102
ZNTYNFME,0.2350564840827958
NQM48VKU,0.08780026130800316
DGVBCYY7,0.05199961656075157
9F38NUKC,0.16164418817725543
3Z7KCIZS,0.04642373711824182
ERAX3STD,0.06027064471196053
N9TCDYYG,0.0499044356148549
R4UMWUZK,0.06851036428132672
CPERTJBJ,0.1239280845564293
4XK5BMA9,0.03636572377926653
2PKDM5B2,0.04491106504307536
SW5GTHZN,0.4250545985109336
ATJAEQCJ,0.08294015253890626
NHNXBSFY,0.17058643621594824
NRGYTYZJ,0.038407771239333977
UZNABWAT,0.05464891732037089
CVP3VZN5,0.0637541117495879
JEAYZXKC,0.054280123139893874
87LFEVTZ,0.3712784021994947
N7ZEJ2CQ,0.04492358086192317
AQT3ADAP,0.05551736590367546
WC8ROKF8,0.05287460197698161
D9HWEXEV,0.07158717867393331
MMHWGZCN,0.05459121770231697
YKCAQFHU,0.28503981615160945
NDPFBA9X,0.4100444292898197
3T6C7AEA,0.25268131005691513
GZWB38J9,0.04701508225341463
OFTXYNYQ,0.05348748707931
QYZQIXBJ,0.5231789236486168
N7PJT5HO,0.05118222419989488
JP2PNX9X,0.18674133424048248
N3FUZDIH,0.05287460197698161
UXKAVBLS,0.02391544211483474
G24JWDKS,0.043964552183361406
HQOKKQVX,0.18327146358341687
HTXFVZZG,0.05915298065610393
3TJKVA4J,0.04877819235739099
CRGS7FPX,0.04459110173778322
BTRJTMR3,0.12104419082072262
ERLPQML7,0.022877701642651765
9FDFXYAW,0.47368550019311517
MEEKFDZZ,0.05644049097203511
ZGY8ETLW,0.23788967189948151
AXVUJHT9,0.03504165244388051
35ILRW7D,0.4640663240188749
DR2U5JQX,0.056065732377986566
WHZ7CEY6,0.3058487085230017
UCPMS2KF,0.05546756734992085
HB6MJHDN,0.29322536011974987
7NWFPJ2X,0.11389996855816985
4QXD6K4K,0.2006807879244567
D6H3RTAZ,0.1112272921695433
L67WSXUY,0.07912961391316953
IXHVY78L,0.06868353696109052
H6KE88O6,0.34379471074402235
EAPKN7G8,0.9940103421787746
GQXJSFJE,0.18397720703633827
BVHSRABV,0.057879306475131974
DUY76GFX,0.1854102893965327
O7H9KPSD,0.392298375574323
6EDBA5AN,0.06830030548523724
V24CAXFM,0.059689638804735205
SERPSAWP,0.019505766113138003
H47QYY5K,0.06115840483915622
5TYQNFPE,0.34981644545839946
HGDB7KMR,0.4795927021744007
DWH8Q2S3,0.2125513100706383
USNBQZAK,0.05464515981947638
I89VR4AB,0.06510034632629089
ATZVVXWJ,0.49699915853684606
HOKP6ZTS,0.06000613125733143
ZDKT2SSW,0.05609179970371233
DK5HJYQE,0.035579309112515826
ABKW7FGW,0.08456926566094868
BCSW3W7T,0.05762493303411924
6T4VNEWD,0.6085627599056125
XBALBNYB,0.36443126963892547
NWMJR3W5,0.05061435589416426
Q5BJ4ULE,0.054280123139893874
DOFSPEWD,0.8357716103591765
ANX8FUBJ,0.05287460197698161
KPR67SVO,0.021237545997523005
44EV7IJE,0.05343557409555207
VZEK4IOK,0.4749102552912986
CZMKWRQN,0.051253977009046665
VGQUQLXT,0.1468270528722619
MS6GASNJ,0.03487126858728564
4ENG9TKV,0.8182921200891106
UHRRWLGR,0.06644967543673307
APFSHZYP,0.05246424216245367
M7MURWXC,0.4338836093612144
3EOATQBT,0.050737152186512126
MDZG7EZX,0.054026467336475155
QZ6LSSTB,0.05570633471943558
Y7EEZYYS,0.8584975341844086
RYKLU6HL,0.06350501686013238
CWQ8OAQ8,0.05725006332184958
WSFUNE28,0.8390377441046293
9PFQKPRB,0.0561414532522236
MCLXWKBC,0.05184906405138558
NWDXDZEN,0.31605917804161143
EBLDBRDR,0.2074481959288498
CJRW5JYT,0.3026661020828261
CMMKRNUZ,0.1754046654135352
EATPTPY3,0.053052900684477586
J5AGUF6Q,0.06731384841706481
8WYO2BBG,0.31953389787564335
9EPXIMZB,0.0502391997164275
UZERUG9W,0.1053768732072453
QEQ79QUC,0.059738924948879946
ZNHVE7QZ,0.11056315376777481
PU3J43GY,0.8347364065139337
HWDBXAUK,0.054584210869350024
W74BHIAD,0.07055684648400622
MGLDAPOA,0.05218900235343623
BYFCPDX5,0.10582908674325098
S2QDUDEJ,0.9887619771878443
HBYRWBWL,0.023388205696439082
8CIAWHWZ,0.8305719492223763
ZFYFFXT5,0.1076173775427878
UGIADHRB,0.11242099764616256
JDDGRBSU,0.22908130746886923
NBS2LTYW,0.3318867117938936
DBKM3FRW,0.06128044405663867
GLBHRXKB,0.04724297552961795
9WDPTNCN,0.02438250032432484
NVVVFQ9U,0.8507209029337404
6AT635HW,0.1032101171245021
HPHDI6NN,0.0449364394437946
CPNAGJ95,0.05416442183789313
FY6AFNCK,0.9887806666758686
KWQAVZOE,0.8684479492284001
HGBDE3LM,0.4438529603221131
SYKEB6EV,0.054194034120826594
9BROJWWS,0.40723660384919136
CG8DGVAV,0.21555411644509434
H7MT8CNK,0.06327093779478381
GJVVWNKN,0.8373999798836208
FXWTMJDG,0.09161230994405166
OSNGFACM,0.06817763683084486
PBFT55CF,0.9904789731952462
4P8GFHSL,0.04105426381341432
9ZZ4F4XF,0.43138985037536715
CN4YERMU,0.8322256069665062
8TUDLTWK,0.16843909226268133
USFZPY7Z,0.022935123187269854
VBJXREA8,0.036754079673692
9LBNXHQ2,0.16898539863768616
PY6HCDWF,0.05181674761613446
9VJMJR6X,0.06380781866067278
4GAEJIQO,0.03787351483669474
F34SD6YQ,0.06355915878057342
HZ3BZVH6,0.1559580263371571
9WVBAWEY,0.18750170943462421
BPNYRSEH,0.05709773588581498
7OGHEHO3,0.17186975985879638
LRJZMHFT,0.05515566851225873
PCHQW72T,0.4477586050774033
BFJQGRFT,0.3773846468335392
UVJ6UYBF,0.10163800617788703
LRVO7MCH,0.1631049409926242
EAOF4EYO,0.7993010254892219
5HPCBEQQ,0.8685925523361486
8FJBKABE,0.055398140289920496
27J5UDAU,0.04351335530577153
4MAT9RSM,0.8688909400229536
SBDGZSY9,0.8399740065033064
HPYN9M2Z,0.05408778789835989
G7D2BESM,0.8075998097142624
TWN7YQPN,0.054057087152317974
BJRGMNFZ,0.13969329101487665
9HFPJV3S,0.06710751631719793
6WKJAUAG,0.05042724721253155
BZUANVCU,0.2070540532004665
NYWLDSFZ,0.8640019182825451
LTW8JGAZ,0.0567576232601355
IMDQJUTW,0.05834991299627137
AVHZRCH8,0.20485988014943388
LTSDWAVT,0.04296746104806877
9WVKLADB,0.46450699587137595
GXDSQJS2,0.040522372575987044
4IHXKUNA,0.39272243118885053
BTYDUQPC,0.056646987720287104
BKCNFM72,0.12081917796401667
UMVSSZ9N,0.06429057564042504
N2STVKOI,0.05823007752275677
ZZJQB3EY,0.4654786238663878
FZJK9GH7,0.06831808658761318
NTIWWNVB,0.06135375882323911
NBCRWUBE,0.16584951930415076
UBPYOBYG,0.06822012798211212
K8RKMGVW,0.5857543981865103
HFTH3NC2,0.031207039162398666
759LCPDE,0.1895879355584353
DYKME2AY,0.8332064046230251
VZHURNZD,0.019605819771760354
EAJJBYHU,0.353976423628845
T97TKZNT,0.48800175863931056
IXOEQ2YD,0.929612800195606
BWKXTBCF,0.06627881084449029
DNKPRVB3,0.2729764080471267
JQCF2PXG,0.05246424216245367
GIABLCP4,0.05199961656075157
FDIC7S35,0.5605233306015757
5RTNFJEV,0.025195699857056674
OBZ4CU77,0.05767055436239354
XMVX6WEB,0.12483185374860968
MHARJGPA,0.06189089987024643
2QI5GPDU,0.49798972662397295
AE2NBAJ3,0.022527488525586423
MDLANJZG,0.02108588786083026
7TAP99MA,0.1924042405853127
A6AMKR2Z,0.23414635612487555
DX69CFXV,0.09662523502011121
HKCKEKV4,0.2758167451876156
CBNWXPJJ,0.31856405420647765
Z3SJXFCA,0.0896182439227318
RHTCABWR,0.8714817375903735
ILGMVREG,0.25684232970981835
BZK32SSP,0.04840746451505522
25RR4UGE,0.07535478520318858
9ZQFVNWY,0.11311871512747292
FFSTFCAA,0.07977201560711437
MBEDAX9Z,0.06766206596066497
IYERPTUY,0.10663873080851685
SBNMNBJE,0.02335024058272325
CPWDDHBP,0.427785505218054
EN5EXSVB,0.03544064376598144
EFT7687S,0.05932662433160281
DUPIVFIW,0.05324135621076811
HTVBHNFH,0.05425373646491027
GFTV6AXH,0.05839110457061722
NTNK2ZYN,0.059971789065836376
NZ2MDLPM,0.17384633009268505
UU4ECFQ5,0.8565178577256314
FFWGNGVJ,0.05880044337968759
JDQIBLRI,0.05287460197698161
ZAWUVVWA,0.05529060011363656
FC24V4XD,0.16378239156350782
EKTZZYA2,0.06550584177255027
RVRMHDD8,0.05087250860485244
3RASGR5Y,0.21651110237411872
QRBESHHG,0.05942511209555486
MXYLFHSV,0.06879284628549183
TY85POPR,0.08786457473818589
BHXO9INE,0.04141238394311478
S2RKLYZH,0.45660338700715714
98GUQS9R,0.44272397843468586
6VD8FK4Y,0.05245452946856302
FMUHBZHQ,0.054974850552557124
IHQY3US8,0.8120881351200321
VDSNW6DR,0.07627296090624987
JF8E8TCY,0.1795372742913002
EKVBDN5B,0.1562747705388176
LJOYHFHT,0.057129963844390085
8WBDXKKG,0.4109278091047014
LNAASJ6O,0.05355323812453805
HGTW39J8,0.059144981835559746
AMYH3YSJ,0.10943069788091372
QZRPEWE6,0.06336715940308175
9RBSJHBJ,0.32266067091746775
EFZ3ADG9,0.05459121770231697
CMQX6K9J,0.15829478234145644
DBVXEJCR,0.05842891935988529
PLYKWBFR,0.05071344074557212
7QNURUDE,0.05755771795809656
M8TD2YPV,0.2947138515439996
JVJZVKUJ,0.83456996188171
XVUVCSM8,0.5052933642116056
C9CMNJEH,0.18855536944939524
IQLV6HTY,0.08587311677068683
ELG7YZUM,0.044600932023826124
PU9KWVOH,0.47632628868432936
HAYJGRRV,0.0447402008812127
KBKUHSLA,0.10378867216148907
USL6KBDY,0.046013665357029464
ZGLCSKTI,0.055332206857069605
9JQWNRGA,0.11645183633946588
EBVUVT88,0.05177886718510544
9ZU5GNSK,0.18521570359567235
EC7NIRSV,0.054280123139893874
JJ23TDTX,0.06872420156156994
IZWY5RYD,0.08695574655857564
TSYCNH93,0.0483176969808473
QSY6Q77W,0.20748746703715576
TOBSGQ3J,0.21944837960253236
FKGE6YRE,0.44964070918524
MGAYPPJE,0.05610448780273997
IJRFUH6V,0.15316840875491194
KX9Y3LCV,0.054277679584409655
2ZDDJYHE,0.8356496513258984
NBMLMYQE,0.052647525918852425
E8XWCECR,0.14539891136673053
5FP4HKBU,0.11539787844995168
FUKFFD3F,0.2861604638308247
8BDSMQUY,0.042320811968440876
39T7KUFC,0.061174222284636544
HZSPWI2U,0.5417701430564615
LEJJKOWC,0.0527270979263291
DR5F2HVS,0.8328836579833616
BJA5TRWJ,0.3338048336025954
NCVH9WFE,0.09808091277845025
ME3XYUC5,0.8286443060425295
VLCHSDHG,0.0606702284884565
59CV3HQQ,0.11843733130773432
JTAEBBQM,0.04182117248809
OBHDYLE2,0.22922497591383742
EUEGA65T,0.049583813390924374
MO9XWHWE,0.13376447551659498
K3JSVGHE,0.05084662262837566
JFHAQZQM,0.06503366936666918
22IQJE4I,0.8243197221390369
F57YH86H,0.0668159474476122
BPNYWIPI,0.054950876270655265
FJB78783,0.10679223006956157
DIVE6ZUL,0.0674471599514575
YACVPC9M,0.32001756404830123
A3FM9UVE,0.057043759119487794
9NE6ZC2Q,0.10509780543731316
4NHTDBJN,0.09567621137447359
3FH863BT,0.02336607053193221
3UBBVIGN,0.3955721865434159
NNP9TLV2,0.3950231947108108
SA7VUUTE,0.04229597805328036
ROG7ONJG,0.4348878732793882
ICEBXJHF,0.10292164112279069
HFTYHFAZ,0.061063901582624945
EC5IQBEK,0.055099486478175495
VQPXGNJV,0.04049070957237272
BNE8WOYV,0.8306137025391671
MKEXSYJN,0.054617379193504595
B2MY2KQE,0.11977320120444528
GZVND3WE,0.3554334613701771
JZ8ASRBZ,0.9899760900132932
UMQWVVHH,0.8335681887112307
MDGISGP7,0.04485757690313418
JMVHKVGP,0.047042472714454046
G5GPWASE,0.49297092040548257
A9H3PMBD,0.05529060011363656
DKEMLQCU,0.8353490143826945
VVPNRFRF,0.8750721813100979
AVIBMJNL,0.2312352664680468
3FNEIWTQ,0.05135641116214764
WMQIVFIH,0.08144627999365614
GUSEEXX5,0.24405893469665824
HZBZ7QMH,0.03799370269237067
KMTZWEXS,0.024624813663395015
62AXBXBL,0.07963977977715084
FW6GESXM,0.035880027102542296
A67RATVB,0.04620112814399426
HUWJHKEG,0.060629619641033757
KCHF33KH,0.0887946044101928
CJUKTB4B,0.07356667528870249
FA8NWHGK,0.0703579843145427
6UZE4NSH,0.8256426780907204
4UUZBMXW,0.21170530175614333
QMRXRYDB,0.04395253093210726
M3A5BVAC,0.9642976266903421
II63YKTB,0.06965663477187449
4OYB27TY,0.20972836482274915
IEN9X6H8,0.07723038705476543
U9VVATUM,0.27267533911672337
SFOYCMRR,0.6047843913197807
O7WYJHA5,0.3151056994456818
STEKRYHT,0.022269225303107747
QSX9J6OF,0.2885147641740574
EVT46GYN,0.03763156351236883
IQHUPR8Z,0.07112451381842454
98WUTF8M,0.02250609790555603
5JUSHPUM,0.05596246923861905
9FMK8FZU,0.0527270979263291
WPWW4JUN,0.5286054784147598
8QUXAAHS,0.11455166908463507
EU8RGIP7,0.06125272750635606
BFT7ZJQO,0.0526990066714807
4EQAO8W3,0.8624397337822387
F3RWQSVQ,0.17921312007839757
FUA3S84W,0.055489525471837955
G9WITTNH,0.056208123344514804
TE4CM6N8,0.9939184733751616
L93TY7Q6,0.026610171057948412
MK46HOFS,0.2277574881580193
NSUSAJ7C,0.03558301667065935
ZQXJP6PH,0.12869698920489134
YX6PNVKN,0.05497575179577875
7V7IJDSU,0.2782881319336626
BSDHE7F2,0.32875369505273827
DV5EXZEZ,0.791719767038564
VDKS85PW,0.408129744356606
4W48SFHV,0.46001837116817745
ANGVCUXZ,0.05559535735913883
IOST7D8C,0.5469154518695551
HAQAECZX,0.034897324867193255
GAB49KQU,0.8589011911443144
GEBCXWCU,0.06426591186144565
JPT2DAGQ,0.5079159388104688
RXYEGKFP,0.569968592685071
4R6HCRNW,0.05248877729101919
MWRTSE9B,0.05957827963175863
JAC7FJCA,0.5615736662546101
5DCT43QX,0.02788628750964769
GFZMAKDD,0.056839220078386675
8WVWSZNF,0.05648787191028845
